question,previewContents
방아머리 해수욕장 질문,1 내일 2020 7월 4일 물때표 2 텐트 대여 가능 텐트 대여 가격
7월 첫째주 여수 수산시장시세,7월첫째주 여수수산시장시세와 요즘나오는 생선목록과 오픈시간을알고싶네요. 토일에가례는데 좋은판매처알려주시면좋구요.
고추장 소개하기,고추장을 소개하려하는데 뭘 소개해야할지 몰라서 목차?차례 좀 정해주세요 8개~10개 가 적당합니다!
밀양시에 신축하고있는 호텔,밀양시에 건축하고있는 호텔
동해시 실내수영장 과 종합운동장 가까,강원도 동해시 실내수영장 과 종합운동장 가까운 숙소 부탁드립니다
대전 충남 문닫은호텔 모텔 어디어디가,대전 충남 문닫은호텔 모텔 어디어디가요
관광호텔이 오피스텔로 용도변경중 입주해도 괜찮은건가요?,관광호텔이 오피스텔로 용도변경중이라고 하는데 보증금을 내고 입주를 해도 보증금은 안전한건가요? 6월 7월 용도변경 완료 예정이라고 들었는데 8월 9월까지 늦어진다고 합니다 그리고 용도변경중인걸 확인할 방법이 있을까요??
꿈을 해석해 주세요..,눈덮힌 산책로를 아는사람인거 같은데 누군지는 모르겠고 남자두분은 앞쪽으로 올라가고 나는 뒤에서 따라 올라가고 있었습니다.(두분중 한분은 허리를 꼿꼿하게 펴고 올라가고한분은 구십도로 허리가 굽혀져서 손으로 땅을 짚으면서 걸어감) 꼭대기 까지 올라갔는데 파란색 통에 담겨져있던 깨끗한 물을 나한테 쏟아부어서 물이 양이 많아 내가 휘청거리며 넘어졌는데 날씨가 추워서 그런지(꿈속에선 나는 추운지 몰랐음) 그 물이 얼어버렸습니다. 나는 물벼락을 맞은채 얼어붙은 얼음안에 갇히게 된것입니다. 같이 갔던 일행인지 누군...
알래스카 산맥나이아가라 폭포 리오그란데 강 라 케브라다 지형 특성 알려주세요!!,최대한 빠른답변 부탁드려요!! 1 알래스카 산맥의 지형 특성 2 나이아가라 폭포 지형 특성 3 리오그란디 강 지형 특성 4 라 케 브라다 지형 특성
여행의 대한 숙제인데 도와주세요?(내공200,중1사회 숙제로 나온건데요 그림북을 만들어야하는데 그림북이 총 8장이에요 1장은 제가 할수있는거라 했고 2장은 이것도 대강썼고 3장은 여행경도 선정관련인데요 제가 미국을 하려고 하는데 여행경도 선정을 어떻게 할지 모르겠고 4장은 여행국가를 선정관련이고 5장은 여행경로 홍보 또는 개발을 하는건데 미국으로 해주시고요 6장은 여행국가의 생활모습인데 이것도 어느정도 썼는데 더 써야할거같아요 7장은 이것도 5장꺼랑 섞어서 썼구 8장은 이것도 썼어요 그러니까 3456장꺼만 해주시면 돼요 되도록 아침8시까지 써주세요ㅜㅜ...
인천뚜벅이여행,타지에서 인천으로 여행가려고 합니다 둘 다 인천여행은 처음이에요 뚜벅이로 가는 거라서 여행 일정이 1일 오전 10시50분 도착해서 송도에 있는 트리플 스트리트가서 점심 먹고 카페 갔다가 1~2시간 구경하고 송도센트럴공원 갔다가 월미도 가서 바다구경 조개구이저녁먹고 관람차 타고 숙소 갈 예정인데 송도가 놀거리 먹거리로 유명하던데 뭐 볼만한거 체험 가볼 곳 있나요? 2일 월미도 아침 바다구경 하고 송월동동화마을 갔다가 인천차이나타운에서 점심 먹고 구경하다보면 3시쯤 될꺼같은데 버스시간해서 터미널가는 시간 빼면 2...
독일 학생 tk보험,원래 독일에서 4월에 첫학기 시작 예정이었는데 코로나 때문에 첫학기는 한국에서 하게 됐어요 근데 한국 입국 하기전에 보험 들어놓고 학교 신청하고 비자도 다 받았는데 카드 내역을 보니까 보험료가 안 나가서요; 오기전에 보험 카드도 못 받았구요ㅠㅠ 학교신청이나 비자는 다 해결됐는데 보험이 마음에 걸리네요 한국이라 카드가 왔는지 확인할 수도 없어서요ㅠㅠㅠㅠ 이런 경우가 있나요? 이럴때는 어떻게 해야되나요?
베이징 식생,베이징 식생에 대해서 알려주세요!!
흉가 폐가좀 알려주세요,늘봄가든처럼 이미 리뉴얼된곳말고 위치랑같이 알려주세요~~ 일단 저는 충청도에 거주중입니다...
코로나 19 리조트산업 영향,코로나19 사태로인한 리조트산업 영향을 알고싶은데 표와 같이 나와있는 뉴스 알고싶습니다
원전(原典)을 밝히고 그것을 풍자적으로 표현하는 패러디와 달리 저작물을 승인 없이 도용하는 지적절도 행위는?,다른 사람이 창작한 작품의 전부 또는 일부를 도용해 자신의 창작물인 것처럼 발표하는 것. 문학계와 음악 등 예술계에서는 이것으로 인한 사건이 끊이지 않고 제기되고 있다. 
생1 질문이요,사진에 mg/ml 를 저렇게 백분율(퍼센트) 로 써있는데 저는 원래 백분율은 단위 같을 때에만 쓰는 걸로 알고 있거든요? 그래서 백분율을 단위 다를 때 쓰기도 하는지가 궁금하고 0.1이라는 숫자도 이해가 안가요 뭘 기준으로 하길래 0.1이죠?
프랑스와 한국의 공통점과 차이점,문화성이나 식문화 다 알려주세요ㅠㅠㅠ
구미약초동우회소개요,구미지역에 산약초 배우며 같이 산행 가능한곳 소개요
동해안의 사빈이 해안을 따라 길게 발달한 이유가 뭔가요?,동해안의 사빈이 해안을 따라 길게 발달한 이유가 뭔가요?
도시어부 왕포 이태곤신발이 뭐죠?,도시어부 왕포조기100 마리 편에서 이태곤신던신발좀 알고싶어요
누가크래커 만들기,제가 저번에 대만여행 가서 먹은 누가크래커를 만들어보려고 하는데 유튜브에 나온대로 설탕시럽을 흰자랑 휘핑하고 하니까 너무 끈적하고 대만처럼 안되더라고요. 대만에서 직접 만드는 영상을 봤는데 손으로 반죽을 떼서 크래커에 붙이더라고요. 누가크래커 만드는데에 사용되는 진짜 누가 만드는 방법좀 알려주세요.
부안시외버스터미널에서 모항해수욕장가는 버스 시간표,모항해수욕장 근처 펜션을 가려하는데 버스시간을 잘 모르겠어서요ㅠㅠ 부안시외버스터미널에서 모항해수욕장 가는 버스시간이랑 모항해수욕장에서 부산시외버스터미널 오는 시간좀 자세히 알려주실수 있나요?!
아프리카 야외방송 프리즘 라이브 방송 셋팅법좀 알려주세요 ㅠ,(상황) 아프리카 방송을 하는데요 모바일 방송입니다. 모바일에 삼각대 + 보조베터리 + LED 조명을 달았고요 네이버 프리즘 으로 아프리카 + 유튜브 동시 송출하는것 같아요! 1.네이버 프리즘 으로 동시송출하는 법은 알겠는데 사진속 1번처럼 아프리카 로고가 나오게는 어떻게 하나요? 2. 아프리카 도우미로 채팅창을 설정 했거든요? 그런데 채팅창에 글씨를 안녕하세요를 입력하면 왼쪽에도 채팅글씨가 나오고요 오른쪽에도 나옵니다. 사진처럼 오른쪽에만 깔끔하게 나오고 전자녀를 ON / off 하는 방법을 알고 싶네요ㅠ
스페인스포츠,스페인스포츠 대표적으로 세가지 설명해주시고 세가지에대해 자세히좀 설명해주세요 ㅠㅠ
급질문 인천국가자격시험장,인천 부개에서 인천국가자격시험장 가는법좀요.급해요.택시타세요.이런답변 사절요
우체통에 새집을 지었어요,우체통에 새집을 지었는데 이건 좋은 의미인가요? 자세히 어떤 의미인가요? 궁금해서용
kbs9시뉴스 처음에,6월 말일경쯤 kbs9시뉴스 시작하기 전 59분쯤 처음에 풍경 쭉 나오고 위치가 경기도 안성시 였는데 푸릇푸릇 녹차밭 비슷하게 배경나왔는데 ㅠㅠㅠㅠ 거기가 경기도 안성시 어디였는지 너무너무 궁금해요.. 알 방법 없을까요???
앞에피시방있는 해수욕장 어딘가용?,해수욕장인데 앞에 피시방있고 거기 어딘가요? 박인가 박뭐뭐 해수욕장인데 기억이 안나네용 ㅠ 그리고 지금 해수욕장가도될까용? 어디진 알려주세욜
방탄 칠성사이다 포스터,혹시 경기도 광명시 하안동에 벙탄 칠성 사이다 포스터 파는 곳 없나요?ㅠㅠ(세이브존에 있나요?)
1880년대 프랑스,1880년대의 프랑스 시대적 배경 알려주실수 있나요..? 빨리 부탁드려요..너무 급해서
금천중학교 시험 2번보나요?,ㅇㄴ 금천중학교 다니는 친구가 8월에 중간고사 보고 12월에 기말보고 한다더라고요.. 코로나 때문인줄 알앗는데 원래 그렇다고..맞나요??
녹색관광 장단점,녹색관광의 장단점 한개씩만 말해주세요
대관령 양떼 목장,대관령 양떼목장에 관한 몇가지 질문! 1.대관령 양떼목장 지형이 산지인가요? 2.대관령 양떼목장 유명한 체험 3.대관령 양떼목장 가장 인기 많은곳 4.대관령 양떼목장에서 할 수 있는 모든것 5.대관령 양떼목장 특징
대구 수성호텔 객실,객실에 최대 몇명 들어갈수있나요?
남양동아이언짐위트니스,남양동아이언짐위트니스
스위스에 관련된 많은 것들(특징들)[급함],스위스에 관련된 많은 것들(ex. 문화 역사 등)과 특징에 대해서 자세하게 알려주세요! 내공 100 겁니다! 급해요!
구미사랑 상품권 사용처,혹시 경북 구미에서 엘피지 가스충전소중 상품권받는곳 있을까요?
사이다포스터 빨리요!,롯데마트 구파발역 에 방탄소년단 사이다포스터있나요? 답변빨리해주세요!!!!!!!!
사춘기같아요,중1남인데요 우울하고 하루종일 힘이빠져요 ㅜㅜ 그리고 할것도없고 할거 추천좀 해주세요 할때 아무생각안나는걸로
코엑스 인터컨티넨탈 러너 사원,코엑스 위치인 호텔 야간 러너 사원 채용 지원하고 싶은데 해당 직종 해본적 없어서 구체적인 업무는 뭔까요???
제주도 해변 파라솔 설치,안녕하세요. 7월말 제주도에 일주일 여행 계획이 있는데 함덕 협재 등 주요 해수욕장에 개인파라솔을 설치가능한지 궁금해서요... 코스트코 파라솔인데.... 혹시 해수욕장 관리조직(?) 같은 곳에서 설치를 못하게 하면 아예 안가지고 가려구요...^^ 아시는분 답변 부탁드립니다.
제주도에 관하여!!,안녕하세요! 중1 인데요. 학습 과제가 제주도에 관하여 알아보기에요ㅜㅜ 좀 알려주세요!! 1. 제주도에서 세계 자연 유산으로 등제된 곳은 어디인가? [ 각 지형의 특징을 쓰시오.} 2. 제주도 여행 계획을 세워 보세요. [ 여행지와 그 지역의 특징을 쓰시오.] 부탁드려요! 내공 걸고 요약으로 해주세요!!
[네이버 호텔예약]  호텔 사진 변경하는 절차 안내 부탁드립니다.,안녕하세요 오색그린야드호텔 입니다. 네이버호텔예약 에서 나오는 당 호텔 사진이 오래된 이미지로 확인되어 변경하고자 합니다. 어떤 절차를 통하여 변경이 가능한지 확인 부탁드립니다. 감사합니다.
내사랑통키호텔 노래제목맞나요? 긴가민,내사랑통키호텔 노래제목맞나요? 긴가민가했엎물어봅니다
스페인 지형 및 생성 과정,사회 숙제인데 진짜 개급해요 스페인 지형과 생성과정 그리고 스페인 대표 지역 (구엘공원 대성당 등) 지형하고 생성과정 좀 알려주세요
스캄 프랑스같은 외국 하이틴 드라마알,스캄 프랑스같은 외국 하이틴 드라마알려주세요 한국에서 볼 수 있는걸로 이미 엔간 유명한간 다 봤어요
마오리 소포라 상태 봐주세요 ㅠㅠ,마오리 소포라 들여온 지는 두달 정도 됐습니다. 인터넷으로 구매했어요. 처음 왔을 때는 새잎도 많이 나고 했는데 어느 순간 부터 새잎은 아예 안 나고.. 잎 색깔은 진해졌고 요즘엔 잎을 건드리기만 하면 하나둘 뚝뚝 떨어집니다 ㅠㅠ 제 생각엔.. 옆에 있던 허브 화분에 벌레가 생겼는데 그 벌레가 옮겨 가서 그런건가 싶기도 한데.. 도통 모르겠어요.. 그리고 이 화분 흙은 이상하게 마르지 않아요 (?) 물을 주고 일주일이 지나도 흙 속이 축축해서 물 주는 타이밍을 잘 못 잡겠더라고요.. 과습 때문인건지 건조해서 그런 건지 감을...
마장리계곡 수질과 수심,안녕하세요 제가 친구들과 마장리 계곡을 갈라고 하는데 친구가 거기 수질도 안좋고 비 안오면 수심도 낮다고 그래서 어떻게 할지 고민중이거든요 거기가 사람도 많이 없다고 그래서 가서 조용히 그냥 놀다 오기만 할려구요 
파키스탄 욕,파키스탄 욕 알려주세요 많이 많이 알려주세요
문학관련 장소 질문,학교에서 기상 문학 기행 탐구 보고서 수행평가를 진행하는데 현실적으로 가능한 일정을 짜야합니다 일단 설악산 백담사 만해 기념관을 첫 목표로 구상했는데 최대한 가까운 거리에 있는 기념관이나 문학의 흔적이 있는 장소가 있을까요?
이번 흑인 시위에 관련해서 언론이나,이번 흑인 시위에 관련해서 언론이나 방송계에서 한 행동으로 인해 피해를 입히거나 이윤을 준 사례가 있나요?
지프 랭글러 루비콘 잔고장 질문입니다.,안녕하세요 28살 지프 구매를 희망하는 남자입니다. 지프 랭글러 루비콘을 사려고 주변의 자문을 구해보니 가장 많고 큰 문제가 잔고장 및 고장에 대한 얘기가 많더군요. 지프가 그렇게 고장이 심하고 많은가요? 호주다녀온 친구 말에는 호주에서는 지프를 믿고 거른다며 호주사람들은 지프를 사면 자신들이 직접 관리를 해야한다고 얘기하더라구요 ㅋㅋ 지프 랭글러 고장이 그렇게 심하게 많나요?
